,league,player_id,salary,season,season_end,season_start,team,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,draft_year,height,position,shoots,weight
0,NBA,abdelal01,395000,1990-91,1991,1990,Portland Trail Blazers,0.3,50.2,0.0,70.1,256,13.0,5.7,3.3,4.8,50.2,1990,6-10,Power Forward,Right,240.0
1,NBA,abdelal01,494000,1991-92,1992,1991,Portland Trail Blazers,0.3,50.2,0.0,70.1,256,13.0,5.7,3.3,4.8,50.2,1990,6-10,Power Forward,Right,240.0
2,NBA,abdelal01,500000,1992-93,1993,1992,Boston Celtics,0.3,50.2,0.0,70.1,256,13.0,5.7,3.3,4.8,50.2,1990,6-10,Power Forward,Right,240.0
3,NBA,abdelal01,805000,1993-94,1994,1993,Boston Celtics,0.3,50.2,0.0,70.1,256,13.0,5.7,3.3,4.8,50.2,1990,6-10,Power Forward,Right,240.0
4,NBA,abdelal01,650000,1994-95,1995,1994,Sacramento Kings,0.3,50.2,0.0,70.1,256,13.0,5.7,3.3,4.8,50.2,1990,6-10,Power Forward,Right,240.0
5,NBA,abdulka01,1530000,1984-85,1985,1984,Los Angeles Lakers,3.6,55.9,5.6,72.1,1560,24.6,24.6,11.2,273.4,55.9,1969,7-2,Center,Right,225.0
6,NBA,abdulka01,2030000,1985-86,1986,1985,Los Angeles Lakers,3.6,55.9,5.6,72.1,1560,24.6,24.6,11.2,273.4,55.9,1969,7-2,Center,Right,225.0
7,NBA,abdulka01,2000000,1987-88,1988,1987,Los Angeles Lakers,3.6,55.9,5.6,72.1,1560,24.6,24.6,11.2,273.4,55.9,1969,7-2,Center,Right,225.0
8,NBA,abdulka01,3000000,1988-89,1989,1988,Los Angeles Lakers,3.6,55.9,5.6,72.1,1560,24.6,24.6,11.2,273.4,55.9,1969,7-2,Center,Right,225.0
9,NBA,abdulma02,1660000,1990-91,1991,1990,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
10,NBA,abdulma02,2008000,1991-92,1992,1991,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
11,NBA,abdulma02,2358000,1992-93,1993,1992,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
12,NBA,abdulma02,1825000,1993-94,1994,1993,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
13,NBA,abdulma02,2200000,1994-95,1995,1994,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
14,NBA,abdulma02,2600000,1995-96,1996,1995,Denver Nuggets,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
15,NBA,abdulma02,3100000,1996-97,1997,1996,Sacramento Kings,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
16,NBA,abdulma02,3300000,1997-98,1998,1997,Sacramento Kings,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
17,NBA,abdulma02,798500,2000-01,2001,2000,Vancouver Grizzlies,3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,1990,6-1,Point Guard,Right,162.0
18,NBA,abdulta01,1226880,1997-98,1998,1997,Sacramento Kings,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
19,NBA,abdulta01,1411000,1998-99,1999,1998,Sacramento Kings,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
20,NBA,abdulta01,1594920,1999-00,2000,1999,Denver Nuggets,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
21,NBA,abdulta01,4500000,2000-01,2001,2000,Denver Nuggets,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
22,NBA,abdulta01,5062500,2001-02,2002,2001,Denver Nuggets,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
23,NBA,abdulta01,5625000,2002-03,2003,2002,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
24,NBA,abdulta01,6187500,2003-04,2004,2003,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
25,NBA,abdulta01,6750000,2004-05,2005,2004,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
26,NBA,abdulta01,3656250,2005-06,2006,2005,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
27,NBA,abdulta01,1968750,2006-07,2007,2006,Dallas Mavericks,1.1,41.7,23.7,70.3,236,11.4,7.8,3.3,3.5,42.2,1997,6-6,Shooting Guard,Right,223.0
28,NBA,abdursh01,2186000,1996-97,1997,1996,Vancouver Grizzlies,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
29,NBA,abdursh01,9000000,1999-00,2000,1999,Vancouver Grizzlies,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
30,NBA,abdursh01,10130000,2000-01,2001,2000,Vancouver Grizzlies,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
31,NBA,abdursh01,11250000,2001-02,2002,2001,Atlanta Hawks,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
32,NBA,abdursh01,12375000,2002-03,2003,2002,Atlanta Hawks,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
33,NBA,abdursh01,13500000,2003-04,2004,2003,Atlanta Hawks,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
34,NBA,abdursh01,14625000,2004-05,2005,2004,Portland Trail Blazers,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
35,NBA,abdursh01,5000000,2005-06,2006,2005,Sacramento Kings,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
36,NBA,abdursh01,5400000,2006-07,2007,2006,Sacramento Kings,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
37,NBA,abdursh01,5800000,2007-08,2008,2007,Sacramento Kings,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
38,NBA,abdursh01,6600000,2009-10,2010,2009,Sacramento Kings,2.5,47.2,29.7,81.0,830,19.0,18.1,7.5,71.2,47.9,1996,6-9,Center and Small Forward and Power Forward,Right,225.0
39,NBA,ackeral01,398762,2005-06,2006,2005,Detroit Pistons,0.5,37.0,32.0,50.0,30,8.5,2.7,1.0,-0.2,41.3,2005,6-5,Shooting Guard,Right,185.0
40,NBA,ackeral01,839209,2006-07,2007,2006,Detroit Pistons,0.5,37.0,32.0,50.0,30,8.5,2.7,1.0,-0.2,41.3,2005,6-5,Shooting Guard,Right,185.0
41,NBA,ackeral01,711517,2008-09,2009,2008,Los Angeles Clippers,0.5,37.0,32.0,50.0,30,8.5,2.7,1.0,-0.2,41.3,2005,6-5,Shooting Guard,Right,185.0
42,NBA,acresma01,75000,1987-88,1988,1987,Boston Celtics,0.5,50.6,53.8,66.5,375,9.0,3.6,4.1,9.3,50.9,1985,6-11,Center,Right,220.0
43,NBA,acresma01,300000,1988-89,1989,1988,Boston Celtics,0.5,50.6,53.8,66.5,375,9.0,3.6,4.1,9.3,50.9,1985,6-11,Center,Right,220.0
44,NBA,acresma01,437000,1990-91,1991,1990,Orlando Magic,0.5,50.6,53.8,66.5,375,9.0,3.6,4.1,9.3,50.9,1985,6-11,Center,Right,220.0
45,NBA,acresma01,547000,1991-92,1992,1991,Orlando Magic,0.5,50.6,53.8,66.5,375,9.0,3.6,4.1,9.3,50.9,1985,6-11,Center,Right,220.0
46,NBA,acresma01,250000,1992-93,1993,1992,Houston Rockets,0.5,50.6,53.8,66.5,375,9.0,3.6,4.1,9.3,50.9,1985,6-11,Center,Right,220.0
47,NBA,acyqu01,665000,2012-13,2013,2012,Toronto Raptors,0.6,44.4,35.0,75.9,337,11.2,4.9,3.5,8.7,51.3,2012,6-7,Power Forward and Small Forward,Right,240.0
48,NBA,acyqu01,788872,2013-14,2014,2013,Toronto Raptors,0.6,44.4,35.0,75.9,337,11.2,4.9,3.5,8.7,51.3,2012,6-7,Power Forward and Small Forward,Right,240.0
49,NBA,acyqu01,915243,2014-15,2015,2014,New York Knicks,0.6,44.4,35.0,75.9,337,11.2,4.9,3.5,8.7,51.3,2012,6-7,Power Forward and Small Forward,Right,240.0
50,NBA,acyqu01,981348,2015-16,2016,2015,Sacramento Kings,0.6,44.4,35.0,75.9,337,11.2,4.9,3.5,8.7,51.3,2012,6-7,Power Forward and Small Forward,Right,240.0
51,NBA,acyqu01,1914544,2016-17,2017,2016,Brooklyn Nets,0.6,44.4,35.0,75.9,337,11.2,4.9,3.5,8.7,51.3,2012,6-7,Power Forward and Small Forward,Right,240.0
52,NBA,acyqu01,1050961,2016-17,2017,2016,Dallas Mavericks,0.6,44.4,35.0,75.9,337,11.2,4.9,3.5,8.7,51.3,2012,6-7,Power Forward and Small Forward,Right,240.0
53,NBA,acyqu01,1709538,2017-18,2018,2017,Brooklyn Nets,0.6,44.4,35.0,75.9,337,11.2,4.9,3.5,8.7,51.3,2012,6-7,Power Forward and Small Forward,Right,240.0
54,NBA,adamsal01,500000,1984-85,1985,1984,Phoenix Suns,4.1,49.8,13.3,78.8,988,18.3,14.1,7.0,73.5,49.8,1975,6-9,Center and Power Forward,Right,210.0
55,NBA,adamsal01,600000,1985-86,1986,1985,Phoenix Suns,4.1,49.8,13.3,78.8,988,18.3,14.1,7.0,73.5,49.8,1975,6-9,Center and Power Forward,Right,210.0
56,NBA,adamsal01,675000,1987-88,1988,1987,Phoenix Suns,4.1,49.8,13.3,78.8,988,18.3,14.1,7.0,73.5,49.8,1975,6-9,Center and Power Forward,Right,210.0
57,NBA,adamsha01,412718,2006-07,2007,2006,New Jersey Nets,0.2,53.4,0.0,64.3,73,11.8,2.5,1.2,0.8,53.4,2006,6-4,Shooting Guard,Right,220.0
58,NBA,adamsha01,297163,2008-09,2009,2008,Los Angeles Clippers,0.2,53.4,0.0,64.3,73,11.8,2.5,1.2,0.8,53.4,2006,6-4,Shooting Guard,Right,220.0
59,NBA,adamsjo01,1344120,2014-15,2015,2014,Memphis Grizzlies,0.6,40.2,38.5,60.7,32,13.1,3.2,0.9,0.4,45.7,2014,6-5,Shooting Guard,Right,209.0
60,NBA,adamsjo01,1404600,2015-16,2016,2015,Memphis Grizzlies,0.6,40.2,38.5,60.7,32,13.1,3.2,0.9,0.4,45.7,2014,6-5,Shooting Guard,Right,209.0
61,NBA,adamsjo01,1465080,2016-17,2017,2016,Memphis Grizzlies,0.6,40.2,38.5,60.7,32,13.1,3.2,0.9,0.4,45.7,2014,6-5,Shooting Guard,Right,209.0
62,NBA,adamsmi01,85000,1985-86,1986,1985,Sacramento Kings,6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,1985,5-10,Point Guard,Right,162.0
63,NBA,adamsmi01,160000,1987-88,1988,1987,Denver Nuggets,6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,1985,5-10,Point Guard,Right,162.0
64,NBA,adamsmi01,375000,1988-89,1989,1988,Denver Nuggets,6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,1985,5-10,Point Guard,Right,162.0
65,NBA,adamsmi01,825000,1990-91,1991,1990,Denver Nuggets,6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,1985,5-10,Point Guard,Right,162.0
66,NBA,adamsmi01,1309000,1991-92,1992,1991,Washington Bullets,6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,1985,5-10,Point Guard,Right,162.0
67,NBA,adamsmi01,1309000,1992-93,1993,1992,Washington Bullets,6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,1985,5-10,Point Guard,Right,162.0
68,NBA,adamsmi01,1309000,1993-94,1994,1993,Washington Bullets,6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,1985,5-10,Point Guard,Right,162.0
69,NBA,adamsmi01,1240000,1994-95,1995,1994,Charlotte Hornets,6.4,41.5,33.2,84.9,653,16.6,14.7,2.9,46.9,47.5,1985,5-10,Point Guard,Right,162.0
70,NBA,adamsst01,2090880,2013-14,2014,2013,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,7.4,38.7,58.8,2013,7-0,Center,Right,265.0
71,NBA,adamsst01,2184960,2014-15,2015,2014,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,7.4,38.7,58.8,2013,7-0,Center,Right,265.0
72,NBA,adamsst01,2279040,2015-16,2016,2015,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,7.4,38.7,58.8,2013,7-0,Center,Right,265.0
73,NBA,adamsst01,3140517,2016-17,2017,2016,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,7.4,38.7,58.8,2013,7-0,Center,Right,265.0
74,NBA,adamsst01,22471910,2017-18,2018,2017,Oklahoma City Thunder,1.0,58.8,0.0,55.3,467,16.7,9.7,7.4,38.7,58.8,2013,7-0,Center,Right,265.0
75,NBA,addisra01,311000,1991-92,1992,1991,New Jersey Nets,0.9,44.9,28.2,77.2,379,10.5,5.8,2.1,4.9,46.6,1986,6-7,Small Forward,Right,215.0
76,NBA,addisra01,522000,1992-93,1993,1992,New Jersey Nets,0.9,44.9,28.2,77.2,379,10.5,5.8,2.1,4.9,46.6,1986,6-7,Small Forward,Right,215.0
77,NBA,addisra01,250000,1994-95,1995,1994,Detroit Pistons,0.9,44.9,28.2,77.2,379,10.5,5.8,2.1,4.9,46.6,1986,6-7,Small Forward,Right,215.0
78,NBA,addisra01,360000,1995-96,1996,1995,Charlotte Hornets,0.9,44.9,28.2,77.2,379,10.5,5.8,2.1,4.9,46.6,1986,6-7,Small Forward,Right,215.0
79,NBA,addisra01,290000,1996-97,1997,1996,Charlotte Hornets,0.9,44.9,28.2,77.2,379,10.5,5.8,2.1,4.9,46.6,1986,6-7,Small Forward,Right,215.0
80,NBA,adebaba01,2490360,2017-18,2018,2017,Miami Heat,1.9,55.0,13.6,72.8,151,17.0,8.0,6.5,11.0,55.1,2017,6-10,Center,Right,255.0
81,NBA,afflaar01,944520,2007-08,2008,2007,Detroit Pistons,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
82,NBA,afflaar01,1015440,2008-09,2009,2008,Detroit Pistons,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
83,NBA,afflaar01,1086240,2009-10,2010,2009,Denver Nuggets,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
84,NBA,afflaar01,1959577,2010-11,2011,2010,Denver Nuggets,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
85,NBA,afflaar01,7562500,2011-12,2012,2011,Denver Nuggets,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
86,NBA,afflaar01,7750000,2012-13,2013,2012,Orlando Magic,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
87,NBA,afflaar01,7312500,2013-14,2014,2013,Orlando Magic,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
88,NBA,afflaar01,7750000,2014-15,2015,2014,Portland Trail Blazers,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
89,NBA,afflaar01,8000000,2015-16,2016,2015,New York Knicks,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
90,NBA,afflaar01,12500000,2016-17,2017,2016,Sacramento Kings,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
91,NBA,afflaar01,1500000,2017-18,2018,2017,Sacramento Kings,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
92,NBA,afflaar01,1471382,2017-18,2018,2017,Orlando Magic,1.8,45.0,38.6,82.5,762,11.9,10.8,2.9,33.5,51.4,2007,6-5,Shooting Guard and Small Forward,Right,210.0
93,NBA,agerma01,906480,2006-07,2007,2006,Dallas Mavericks,0.2,33.9,25.0,56.6,82,2.8,2.1,0.6,-0.9,36.8,2006,6-5,Shooting Guard,Right,202.0
94,NBA,agerma01,974400,2007-08,2008,2007,New Jersey Nets,0.2,33.9,25.0,56.6,82,2.8,2.1,0.6,-0.9,36.8,2006,6-5,Shooting Guard,Right,202.0
95,NBA,agerma01,1042440,2008-09,2009,2008,New Jersey Nets,0.2,33.9,25.0,56.6,82,2.8,2.1,0.6,-0.9,36.8,2006,6-5,Shooting Guard,Right,202.0
96,NBA,agerma01,83305,2010-11,2011,2010,Minnesota Timberwolves,0.2,33.9,25.0,56.6,82,2.8,2.1,0.6,-0.9,36.8,2006,6-5,Shooting Guard,Right,202.0
97,NBA,aguirma01,800000,1984-85,1985,1984,Dallas Mavericks,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
98,NBA,aguirma01,626240,1985-86,1986,1985,Dallas Mavericks,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
99,NBA,aguirma01,715700,1987-88,1988,1987,Dallas Mavericks,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
100,NBA,aguirma01,715700,1988-89,1989,1988,Dallas Mavericks,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
101,NBA,aguirma01,1115000,1990-91,1991,1990,Detroit Pistons,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
102,NBA,aguirma01,1232000,1991-92,1992,1991,Detroit Pistons,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
103,NBA,aguirma01,1351000,1992-93,1993,1992,Detroit Pistons,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
104,NBA,aguirma01,1471000,1993-94,1994,1993,Detroit Pistons,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
105,NBA,aguirma01,150000,1993-94,1994,1993,Los Angeles Clippers,3.1,48.4,31.2,74.1,923,19.0,20.0,5.0,67.8,49.8,1981,6-6,Small Forward,Right,232.0
106,NBA,aingeda01,400000,1984-85,1985,1984,Boston Celtics,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
107,NBA,aingeda01,550000,1985-86,1986,1985,Boston Celtics,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
108,NBA,aingeda01,625000,1987-88,1988,1987,Boston Celtics,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
109,NBA,aingeda01,675000,1988-89,1989,1988,Boston Celtics,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
110,NBA,aingeda01,725000,1990-91,1991,1990,Portland Trail Blazers,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
111,NBA,aingeda01,725000,1991-92,1992,1991,Portland Trail Blazers,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
112,NBA,aingeda01,1330000,1992-93,1993,1992,Phoenix Suns,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
113,NBA,aingeda01,1690000,1993-94,1994,1993,Phoenix Suns,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
114,NBA,aingeda01,2080000,1994-95,1995,1994,Phoenix Suns,4.0,46.9,37.8,84.6,1042,14.7,11.5,2.7,71.5,51.9,1981,6-4,Shooting Guard and Point Guard,Right,175.0
115,NBA,alabiso01,770000,2010-11,2011,2010,Toronto Raptors,0.2,31.4,0.0,70.0,26,10.3,1.5,2.3,0.0,31.4,2010,7-1,Center,Right,251.0
116,NBA,alabiso01,830000,2011-12,2012,2011,Toronto Raptors,0.2,31.4,0.0,70.0,26,10.3,1.5,2.3,0.0,31.4,2010,7-1,Center,Right,251.0
117,NBA,alarima01,232500,1987-88,1988,1987,Washington Bullets,1.1,47.5,25.2,77.5,325,13.0,7.5,3.4,8.4,48.3,1986,6-8,Power Forward,Right,217.0
118,NBA,alarima01,250000,1988-89,1989,1988,Washington Bullets,1.1,47.5,25.2,77.5,325,13.0,7.5,3.4,8.4,48.3,1986,6-8,Power Forward,Right,217.0
119,NBA,alarima01,500000,1990-91,1991,1990,Washington Bullets,1.1,47.5,25.2,77.5,325,13.0,7.5,3.4,8.4,48.3,1986,6-8,Power Forward,Right,217.0
120,NBA,alarima01,550000,1991-92,1992,1991,Washington Bullets,1.1,47.5,25.2,77.5,325,13.0,7.5,3.4,8.4,48.3,1986,6-8,Power Forward,Right,217.0
121,NBA,aldrico01,2126520,2010-11,2011,2010,Oklahoma City Thunder,0.5,52.7,0.0,73.8,339,16.6,3.1,3.3,9.6,52.7,2010,6-11,Center,Right,250.0
122,NBA,aldrico01,2286000,2011-12,2012,2011,Oklahoma City Thunder,0.5,52.7,0.0,73.8,339,16.6,3.1,3.3,9.6,52.7,2010,6-11,Center,Right,250.0
123,NBA,aldrico01,2445480,2012-13,2013,2012,Sacramento Kings,0.5,52.7,0.0,73.8,339,16.6,3.1,3.3,9.6,52.7,2010,6-11,Center,Right,250.0
124,NBA,aldrico01,981084,2014-15,2015,2014,New York Knicks,0.5,52.7,0.0,73.8,339,16.6,3.1,3.3,9.6,52.7,2010,6-11,Center,Right,250.0
125,NBA,aldrico01,1100600,2015-16,2016,2015,Los Angeles Clippers,0.5,52.7,0.0,73.8,339,16.6,3.1,3.3,9.6,52.7,2010,6-11,Center,Right,250.0
126,NBA,aldrico01,7643979,2016-17,2017,2016,Minnesota Timberwolves,0.5,52.7,0.0,73.8,339,16.6,3.1,3.3,9.6,52.7,2010,6-11,Center,Right,250.0
127,NBA,aldrico01,7300000,2017-18,2018,2017,Minnesota Timberwolves,0.5,52.7,0.0,73.8,339,16.6,3.1,3.3,9.6,52.7,2010,6-11,Center,Right,250.0
128,NBA,aldrila01,4027320,2006-07,2007,2006,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
129,NBA,aldrila01,4329360,2007-08,2008,2007,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
130,NBA,aldrila01,4631400,2008-09,2009,2008,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
131,NBA,aldrila01,5844827,2009-10,2010,2009,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
132,NBA,aldrila01,11244000,2010-11,2011,2010,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
133,NBA,aldrila01,12372000,2011-12,2012,2011,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
134,NBA,aldrila01,13500000,2012-13,2013,2012,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
135,NBA,aldrila01,14128000,2013-14,2014,2013,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
136,NBA,aldrila01,16006000,2014-15,2015,2014,Portland Trail Blazers,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
137,NBA,aldrila01,19500000,2015-16,2016,2015,San Antonio Spurs,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
138,NBA,aldrila01,20575005,2016-17,2017,2016,San Antonio Spurs,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
139,NBA,aldrila01,21461010,2017-18,2018,2017,San Antonio Spurs,2.0,49.1,28.3,81.0,950,20.9,19.6,8.4,107.0,49.5,2006,6-11,Power Forward and Center,Right,260.0
140,NBA,alexaco01,490000,1995-96,1996,1995,San Antonio Spurs,2.7,38.9,35.4,75.6,307,12.4,5.5,1.6,3.0,46.8,1995,6-1,Shooting Guard and Point Guard,Right,185.0
141,NBA,alexaco01,521000,1996-97,1997,1996,San Antonio Spurs,2.7,38.9,35.4,75.6,307,12.4,5.5,1.6,3.0,46.8,1995,6-1,Shooting Guard and Point Guard,Right,185.0
142,NBA,alexaco01,562380,1997-98,1998,1997,San Antonio Spurs,2.7,38.9,35.4,75.6,307,12.4,5.5,1.6,3.0,46.8,1995,6-1,Shooting Guard and Point Guard,Right,185.0
