,league,player_id,salary,season,season_end,season_start,team,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,draft_year,height,position,shoots,weight
9411,NBA,thomake01,8562500,2008-09,2009,2008,Sacramento Kings,1.5,46.5,24.4,69.9,632,13.9,9.3,6.9,31.2,47.1,1999,6-7,Power Forward,Right,261.0
9412,NBA,thomake01,8775000,2009-10,2010,2009,Sacramento Kings,1.5,46.5,24.4,69.9,632,13.9,9.3,6.9,31.2,47.1,1999,6-7,Power Forward,Right,261.0
9413,NBA,thomaku01,1071000,1995-96,1996,1995,Miami Heat,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9414,NBA,thomaku01,1238000,1996-97,1997,1996,Miami Heat,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9415,NBA,thomaku01,1398960,1997-98,1998,1997,Dallas Mavericks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9416,NBA,thomaku01,1750000,1998-99,1999,1998,New York Knicks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9417,NBA,thomaku01,1925000,1999-00,2000,1999,New York Knicks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9418,NBA,thomaku01,3680000,2000-01,2001,2000,New York Knicks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9419,NBA,thomaku01,4413375,2001-02,2002,2001,New York Knicks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9420,NBA,thomaku01,4903750,2002-03,2003,2002,New York Knicks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9421,NBA,thomaku01,5394125,2003-04,2004,2003,New York Knicks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9422,NBA,thomaku01,5884500,2004-05,2005,2004,New York Knicks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9423,NBA,thomaku01,6620062,2005-06,2006,2005,Phoenix Suns,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9424,NBA,thomaku01,7821482,2006-07,2007,2006,Phoenix Suns,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9425,NBA,thomaku01,8091188,2007-08,2008,2007,San Antonio Spurs,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9426,NBA,thomaku01,4200000,2008-09,2009,2008,San Antonio Spurs,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9427,NBA,thomaku01,3800000,2009-10,2010,2009,Milwaukee Bucks,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9428,NBA,thomaku01,1352181,2010-11,2011,2010,Chicago Bulls,1.1,48.6,28.1,76.0,1110,13.9,8.1,6.6,64.2,48.7,1995,6-9,Center and Power Forward,Right,230.0
9429,NBA,thomati01,1614240,1997-98,1998,1997,Philadelphia 76ers,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9430,NBA,thomati01,1856000,1998-99,1999,1998,Milwaukee Bucks,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9431,NBA,thomati01,2098560,1999-00,2000,1999,Milwaukee Bucks,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9432,NBA,thomati01,8510000,2000-01,2001,2000,Milwaukee Bucks,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9433,NBA,thomati01,9675000,2001-02,2002,2001,Milwaukee Bucks,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9434,NBA,thomati01,10750000,2002-03,2003,2002,Milwaukee Bucks,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9435,NBA,thomati01,11825000,2003-04,2004,2003,Milwaukee Bucks,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9436,NBA,thomati01,12900000,2004-05,2005,2004,New York Knicks,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9437,NBA,thomati01,13975000,2005-06,2006,2005,Chicago Bulls,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9438,NBA,thomati01,5215000,2006-07,2007,2006,Los Angeles Clippers,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9439,NBA,thomati01,5632200,2007-08,2008,2007,Los Angeles Clippers,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9440,NBA,thomati01,6049400,2008-09,2009,2008,Chicago Bulls,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9441,NBA,thomati01,6466600,2009-10,2010,2009,Chicago Bulls,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9442,NBA,thomati01,1306455,2009-10,2010,2009,Dallas Mavericks,1.5,43.7,36.9,75.8,824,14.0,11.5,4.1,35.2,49.7,1997,6-10,Power Forward and Small Forward,Right,230.0
9443,NBA,thomaty01,3260760,2006-07,2007,2006,Chicago Bulls,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9444,NBA,thomaty01,3505320,2007-08,2008,2007,Chicago Bulls,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9445,NBA,thomaty01,3749880,2008-09,2009,2008,Chicago Bulls,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9446,NBA,thomaty01,4743598,2009-10,2010,2009,Charlotte Bobcats,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9447,NBA,thomaty01,6611570,2010-11,2011,2010,Charlotte Bobcats,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9448,NBA,thomaty01,7305765,2011-12,2012,2011,Charlotte Bobcats,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9449,NBA,thomaty01,8000000,2012-13,2013,2012,Charlotte Bobcats,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9450,NBA,thomaty01,9388000,2014-15,2015,2014,Charlotte Hornets,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9451,NBA,thomaty01,72234,2014-15,2015,2014,Memphis Grizzlies,0.9,43.8,23.5,73.2,402,14.8,7.7,4.8,13.0,43.9,2006,6-9,Power Forward and Center,Right,215.0
9452,NBA,thomptr02,473604,2011-12,2012,2011,Los Angeles Clippers,0.1,39.3,30.8,71.4,24,12.0,2.4,1.0,0.0,42.6,2011,6-10,Center,Right,245.0
9453,NBA,thomptr02,762195,2012-13,2013,2012,Los Angeles Clippers,0.1,39.3,30.8,71.4,24,12.0,2.4,1.0,0.0,42.6,2011,6-10,Center,Right,245.0
9454,NBA,thompbe01,120000,1985-86,1986,1985,Phoenix Suns,1.3,43.9,0.0,78.9,204,10.2,5.3,1.7,3.4,43.9,1984,6-6,Small Forward and Power Forward and Shooting Guard,Right,210.0
9455,NBA,thompbe01,150000,1987-88,1988,1987,Phoenix Suns,1.3,43.9,0.0,78.9,204,10.2,5.3,1.7,3.4,43.9,1984,6-6,Small Forward and Power Forward and Shooting Guard,Right,210.0
9456,NBA,thompbe01,200000,1988-89,1989,1988,Houston Rockets,1.3,43.9,0.0,78.9,204,10.2,5.3,1.7,3.4,43.9,1984,6-6,Small Forward and Power Forward and Shooting Guard,Right,210.0
9457,NBA,thompbi01,230000,1987-88,1988,1987,Los Angeles Lakers,1.7,50.5,15.4,67.4,300,13.2,8.6,5.4,9.6,50.5,1986,6-7,Small Forward,Right,195.0
9458,NBA,thompbi01,265000,1988-89,1989,1988,Miami Heat,1.7,50.5,15.4,67.4,300,13.2,8.6,5.4,9.6,50.5,1986,6-7,Small Forward,Right,195.0
9459,NBA,thompbi01,400000,1990-91,1991,1990,Miami Heat,1.7,50.5,15.4,67.4,300,13.2,8.6,5.4,9.6,50.5,1986,6-7,Small Forward,Right,195.0
9460,NBA,thompbr01,650000,1994-95,1995,1994,Orlando Magic,1.7,40.9,37.6,64.7,168,13.4,4.5,0.9,2.0,51.9,1994,6-4,Point Guard,Left,193.0
9461,NBA,thompbr01,825000,1995-96,1996,1995,Orlando Magic,1.7,40.9,37.6,64.7,168,13.4,4.5,0.9,2.0,51.9,1994,6-4,Point Guard,Left,193.0
9462,NBA,thompbr01,1118000,1996-97,1997,1996,Utah Jazz,1.7,40.9,37.6,64.7,168,13.4,4.5,0.9,2.0,51.9,1994,6-4,Point Guard,Left,193.0
9463,NBA,thompbr01,214300,1996-97,1997,1996,Denver Nuggets,1.7,40.9,37.6,64.7,168,13.4,4.5,0.9,2.0,51.9,1994,6-4,Point Guard,Left,193.0
9464,NBA,thompdi01,398762,2005-06,2006,2005,Phoenix Suns,0.2,42.5,30.8,87.5,16,16.4,2.8,1.2,0.2,47.5,2005,6-7,Shooting Guard and Small Forward,Right,195.0
9465,NBA,thompdi01,89101,2006-07,2007,2006,Atlanta Hawks,0.2,42.5,30.8,87.5,16,16.4,2.8,1.2,0.2,47.5,2005,6-7,Shooting Guard and Small Forward,Right,195.0
9466,NBA,thompja02,1893840,2008-09,2009,2008,Sacramento Kings,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9467,NBA,thompja02,2035920,2009-10,2010,2009,Sacramento Kings,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9468,NBA,thompja02,2178000,2010-11,2011,2010,Sacramento Kings,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9469,NBA,thompja02,3001284,2011-12,2012,2011,Sacramento Kings,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9470,NBA,thompja02,5250000,2012-13,2013,2012,Sacramento Kings,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9471,NBA,thompja02,5643750,2013-14,2014,2013,Sacramento Kings,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9472,NBA,thompja02,6037500,2014-15,2015,2014,Sacramento Kings,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9473,NBA,thompja02,6431250,2015-16,2016,2015,Golden State Warriors,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9474,NBA,thompja02,328955,2015-16,2016,2015,Toronto Raptors,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9475,NBA,thompja02,945126,2016-17,2017,2016,Golden State Warriors,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9476,NBA,thompja02,945126,2017-18,2018,2017,Golden State Warriors,1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,2008,6-11,Power Forward and Center,Right,250.0
9477,NBA,thompke01,150000,1993-94,1994,1993,Portland Trail Blazers,0.2,42.9,0.0,50.0,14,4.9,0.9,0.9,0.0,42.9,1993,6-11,Center,Right,260.0
9478,NBA,thompkl01,2126520,2011-12,2012,2011,Golden State Warriors,2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,2011,6-7,Shooting Guard,Right,215.0
9479,NBA,thompkl01,2286000,2012-13,2013,2012,Golden State Warriors,2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,2011,6-7,Shooting Guard,Right,215.0
9480,NBA,thompkl01,2317920,2013-14,2014,2013,Golden State Warriors,2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,2011,6-7,Shooting Guard,Right,215.0
9481,NBA,thompkl01,3075880,2014-15,2015,2014,Golden State Warriors,2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,2011,6-7,Shooting Guard,Right,215.0
9482,NBA,thompkl01,15500000,2015-16,2016,2015,Golden State Warriors,2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,2011,6-7,Shooting Guard,Right,215.0
9483,NBA,thompkl01,16663575,2016-17,2017,2016,Golden State Warriors,2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,2011,6-7,Shooting Guard,Right,215.0
9484,NBA,thompkl01,17826150,2017-18,2018,2017,Golden State Warriors,2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,2011,6-7,Shooting Guard,Right,215.0
9485,NBA,thompla01,277000,1984-85,1985,1984,Kansas City Kings,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9486,NBA,thompla01,352000,1985-86,1986,1985,Sacramento Kings,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9487,NBA,thompla01,636000,1987-88,1988,1987,Sacramento Kings,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9488,NBA,thompla01,636000,1988-89,1989,1988,Sacramento Kings,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9489,NBA,thompla01,2000000,1990-91,1991,1990,Indiana Pacers,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9490,NBA,thompla01,2000000,1991-92,1992,1991,Indiana Pacers,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9491,NBA,thompla01,2000000,1992-93,1993,1992,Indiana Pacers,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9492,NBA,thompla01,2000000,1993-94,1994,1993,Indiana Pacers,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9493,NBA,thompla01,2000000,1994-95,1995,1994,Indiana Pacers,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9494,NBA,thompla01,247500,1996-97,1997,1996,Denver Nuggets,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9495,NBA,thompla01,510000,1999-00,2000,1999,Indiana Pacers,1.2,49.2,15.4,73.7,985,13.6,7.9,6.8,35.0,49.2,1982,6-10,Center,Right,245.0
9496,NBA,thompmy01,750000,1984-85,1985,1984,Portland Trail Blazers,2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,1978,6-10,Center and Power Forward,Right,226.0
9497,NBA,thompmy01,595000,1985-86,1986,1985,Portland Trail Blazers,2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,1978,6-10,Center and Power Forward,Right,226.0
9498,NBA,thompmy01,712000,1987-88,1988,1987,Los Angeles Lakers,2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,1978,6-10,Center and Power Forward,Right,226.0
9499,NBA,thompmy01,812000,1988-89,1989,1988,Los Angeles Lakers,2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,1978,6-10,Center and Power Forward,Right,226.0
9500,NBA,thompmy01,615000,1990-91,1991,1990,Los Angeles Lakers,2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,1978,6-10,Center and Power Forward,Right,226.0
9501,NBA,thompmy01,1807000,1991-92,1992,1991,Los Angeles Lakers,2.3,50.4,8.3,65.5,935,15.7,13.7,7.4,59.1,50.4,1978,6-10,Center and Power Forward,Right,226.0
9502,NBA,thomppa01,90000,1984-85,1985,1984,Cleveland Cavaliers,1.5,43.2,21.0,79.2,154,13.7,8.9,3.5,4.9,43.8,1983,6-6,Small Forward,Right,210.0
9503,NBA,thomppa01,85000,1985-86,1986,1985,Philadelphia 76ers,1.5,43.2,21.0,79.2,154,13.7,8.9,3.5,4.9,43.8,1983,6-6,Small Forward,Right,210.0
9504,NBA,thomptr01,3726600,2011-12,2012,2011,Cleveland Cavaliers,0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,2011,6-10,Power Forward and Center,Left Right,238.0
9505,NBA,thomptr01,4006080,2012-13,2013,2012,Cleveland Cavaliers,0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,2011,6-10,Power Forward and Center,Left Right,238.0
9506,NBA,thomptr01,4062000,2013-14,2014,2013,Cleveland Cavaliers,0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,2011,6-10,Power Forward and Center,Left Right,238.0
9507,NBA,thomptr01,5138430,2014-15,2015,2014,Cleveland Cavaliers,0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,2011,6-10,Power Forward and Center,Left Right,238.0
9508,NBA,thomptr01,14260870,2015-16,2016,2015,Cleveland Cavaliers,0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,2011,6-10,Power Forward and Center,Left Right,238.0
9509,NBA,thomptr01,15330435,2016-17,2017,2016,Cleveland Cavaliers,0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,2011,6-10,Power Forward and Center,Left Right,238.0
9510,NBA,thomptr01,16400000,2017-18,2018,2017,Cleveland Cavaliers,0.9,51.9,0.0,61.0,562,15.4,9.2,8.6,40.0,51.9,2011,6-10,Power Forward and Center,Left Right,238.0
9511,NBA,thornal01,1652280,2007-08,2008,2007,Los Angeles Clippers,1.2,45.2,29.3,74.7,296,12.3,11.9,4.2,6.1,46.5,2007,6-8,Small Forward and Power Forward,Right,220.0
9512,NBA,thornal01,1776240,2008-09,2009,2008,Los Angeles Clippers,1.2,45.2,29.3,74.7,296,12.3,11.9,4.2,6.1,46.5,2007,6-8,Small Forward and Power Forward,Right,220.0
9513,NBA,thornal01,1900200,2009-10,2010,2009,Washington Wizards,1.2,45.2,29.3,74.7,296,12.3,11.9,4.2,6.1,46.5,2007,6-8,Small Forward and Power Forward,Right,220.0
9514,NBA,thornal01,2814196,2010-11,2011,2010,Washington Wizards,1.2,45.2,29.3,74.7,296,12.3,11.9,4.2,6.1,46.5,2007,6-8,Small Forward and Power Forward,Right,220.0
9515,NBA,thornbo01,70000,1985-86,1986,1985,New York Knicks,0.3,44.4,22.2,55.8,283,6.2,3.0,2.5,1.3,44.6,1984,6-10,Power Forward,Right,225.0
9516,NBA,thornbo01,80000,1986-87,1987,1986,New York Knicks,0.3,44.4,22.2,55.8,283,6.2,3.0,2.5,1.3,44.6,1984,6-10,Power Forward,Right,225.0
9517,NBA,thornbo01,125000,1987-88,1988,1987,Philadelphia 76ers,0.3,44.4,22.2,55.8,283,6.2,3.0,2.5,1.3,44.6,1984,6-10,Power Forward,Right,225.0
9518,NBA,thornbo01,200000,1988-89,1989,1988,Philadelphia 76ers,0.3,44.4,22.2,55.8,283,6.2,3.0,2.5,1.3,44.6,1984,6-10,Power Forward,Right,225.0
9519,NBA,thornbo01,335000,1990-91,1991,1990,Minnesota Timberwolves,0.3,44.4,22.2,55.8,283,6.2,3.0,2.5,1.3,44.6,1984,6-10,Power Forward,Right,225.0
9520,NBA,thornbo01,335000,1991-92,1992,1991,Minnesota Timberwolves,0.3,44.4,22.2,55.8,283,6.2,3.0,2.5,1.3,44.6,1984,6-10,Power Forward,Right,225.0
9521,NBA,thornma01,457888,2009-10,2010,2009,New Orleans Hornets,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9522,NBA,thornma01,762195,2010-11,2011,2010,Sacramento Kings,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9523,NBA,thornma01,7000000,2011-12,2012,2011,Sacramento Kings,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9524,NBA,thornma01,7525000,2012-13,2013,2012,Sacramento Kings,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9525,NBA,thornma01,8050000,2013-14,2014,2013,Sacramento Kings,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9526,NBA,thornma01,8575000,2014-15,2015,2014,Phoenix Suns,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9527,NBA,thornma01,1186000,2015-16,2016,2015,Houston Rockets,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9528,NBA,thornma01,251107,2015-16,2016,2015,Washington Wizards,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9529,NBA,thornma01,1315448,2016-17,2017,2016,Brooklyn Nets,1.4,42.5,35.8,83.0,483,15.5,11.9,2.8,20.0,49.8,2009,6-4,Shooting Guard,Right,205.0
9530,NBA,thornsi01,815615,2017-18,2018,2017,Los Angeles Clippers,0.6,41.5,34.2,68.9,137,7.6,2.5,1.3,1.0,46.1,2017,6-5,Shooting Guard,Right,215.0
9531,NBA,thorpot01,225000,1984-85,1985,1984,Kansas City Kings,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9532,NBA,thorpot01,297500,1985-86,1986,1985,Sacramento Kings,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9533,NBA,thorpot01,337500,1987-88,1988,1987,Sacramento Kings,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9534,NBA,thorpot01,1100000,1988-89,1989,1988,Houston Rockets,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9535,NBA,thorpot01,1100000,1989-90,1990,1989,Houston Rockets,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9536,NBA,thorpot01,1760000,1990-91,1991,1990,Houston Rockets,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9537,NBA,thorpot01,1786000,1991-92,1992,1991,Houston Rockets,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9538,NBA,thorpot01,2102000,1992-93,1993,1992,Houston Rockets,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9539,NBA,thorpot01,2418000,1993-94,1994,1993,Houston Rockets,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9540,NBA,thorpot01,2578400,1994-95,1995,1994,Houston Rockets,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9541,NBA,thorpot01,2607000,1995-96,1996,1995,Detroit Pistons,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9542,NBA,thorpot01,7000000,1996-97,1997,1996,Detroit Pistons,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9543,NBA,thorpot01,5700000,1997-98,1998,1997,Vancouver Grizzlies,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9544,NBA,thorpot01,4400000,1998-99,1999,1998,Washington Wizards,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9545,NBA,thorpot01,2000000,1999-00,2000,1999,Miami Heat,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9546,NBA,thorpot01,2200000,2000-01,2001,2000,Charlotte Hornets,2.2,54.6,4.7,68.7,1257,16.0,14.0,8.2,106.4,54.6,1984,6-9,Center and Power Forward,Right,225.0
9547,NBA,threase01,78000,1984-85,1985,1984,Philadelphia 76ers,3.8,48.5,29.3,81.5,951,14.7,9.8,1.8,48.0,49.6,1983,6-2,Point Guard and Shooting Guard,Right,175.0
9548,NBA,threase01,113000,1985-86,1986,1985,Philadelphia 76ers,3.8,48.5,29.3,81.5,951,14.7,9.8,1.8,48.0,49.6,1983,6-2,Point Guard and Shooting Guard,Right,175.0
9549,NBA,threase01,270000,1987-88,1988,1987,Seattle SuperSonics,3.8,48.5,29.3,81.5,951,14.7,9.8,1.8,48.0,49.6,1983,6-2,Point Guard and Shooting Guard,Right,175.0
9550,NBA,threase01,275000,1988-89,1989,1988,Seattle SuperSonics,3.8,48.5,29.3,81.5,951,14.7,9.8,1.8,48.0,49.6,1983,6-2,Point Guard and Shooting Guard,Right,175.0
9551,NBA,threase01,650000,1990-91,1991,1990,Seattle SuperSonics,3.8,48.5,29.3,81.5,951,14.7,9.8,1.8,48.0,49.6,1983,6-2,Point Guard and Shooting Guard,Right,175.0
9552,NBA,threase01,612000,1991-92,1992,1991,Los Angeles Lakers,3.8,48.5,29.3,81.5,951,14.7,9.8,1.8,48.0,49.6,1983,6-2,Point Guard and Shooting Guard,Right,175.0
