,Unnamed: 0,player_id,salary,_id,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,draft_year,height,position,shoots,weight
473,473,flynnjo01,3192000.0,flynnjo01,3.9,40.0,33.8,80.9,163,11.3,0.2656821896140891,-0.67693887807702,-0.755064266703178,44.2,2009,6.0,Point Guard,Right,185.0
474,474,fordal02,477111.3333333333,fordal02,0.2,50.7,-,69.7,73,9.4,-1.0554144501357279,-0.7686768022545378,-0.6956811734246151,50.7,2001,6.75,Power Forward,Right,275.0
475,475,fordsh01,556933.3333333334,fordsh01,0.2,37.5,16.0,76.5,28,16.4,-0.9173894280723142,-1.135628498964609,-0.7081828772727337,40.0,1995,6.583333333333333,Small Forward,Right,210.0
476,476,fordtj01,4837147.111111111,fordtj01,5.8,43.3,28.9,81.5,429,15.1,0.6600393955095569,-0.12651133301191309,-0.19248759353784514,44.8,2003,6.0,Point Guard,Right,165.0
477,477,fortejo01,1009880.0,fortejo01,0.7,23.4,0.0,80.0,25,3.2,-1.311746633967782,-1.227366423142127,-0.7331862849689705,23.4,2001,6.333333333333333,Shooting Guard,Right,194.0
478,478,fortsda01,4214524.0,fortsda01,0.7,47.2,16.7,78.5,440,16.2,0.0685035866663552,1.7541161126272022,-0.023714591588245217,47.2,1997,6.583333333333333,Center and Power Forward,Right,260.0
479,479,fostegr01,634925.6428571428,fostegr01,0.5,44.0,22.5,74.8,656,8.9,-0.7793644060089004,-0.35585614345570765,-0.545660727247193,44.4,1990,6.916666666666667,Center and Power Forward,Right,240.0
480,480,fosteje01,3851544.230769231,fosteje01,0.9,49.7,13.0,61.5,764,14.2,-0.5821858030611665,1.6165092263609255,0.7638927508432208,49.8,1999,6.916666666666667,Center,Right,236.0
481,481,fostero01,131000.0,fostero01,2.3,44.0,29.8,76.8,207,10.9,-0.06952143539705839,-0.9980216126983324,-0.6519252099562003,46.5,1983,6.083333333333333,Point Guard,Right,160.0
482,482,fowlktr01,410047.6666666667,fowlktr01,0.5,40.9,20.0,79.1,103,10.1,-0.9765430089566345,-0.5393319918107432,-0.6550506359182299,41.6,1998,6.666666666666667,Small Forward,Right,220.0
483,483,foxde01,4609200.0,foxde01,5.9,43.9,34.5,72.5,154,15.1,1.3304466455318522,-0.0347734088343954,-0.5644132830193708,47.4,2017,6.25,Point Guard,Left,175.0
484,484,foxri01,2430662.714285714,foxri01,2.8,45.0,34.9,77.0,930,13.6,0.34455363079318274,0.19457140160939915,0.6763808239063913,50.1,1991,6.583333333333333,Small Forward,Right,230.0
485,485,foyera01,3125127.363636364,foyera01,2.8,40.1,36.6,85.2,752,12.0,0.4825786528565967,-0.5393319918107432,0.01379051995611029,48.2,2006,6.333333333333333,Point Guard and Shooting Guard,Right,213.0
486,486,foylead01,4224122.666666667,foylead01,0.5,47.7,0.0,49.9,733,12.3,-0.7399286854193537,0.6073920604082295,-0.13622992622131183,47.7,1997,6.833333333333333,Center,Right,250.0
487,487,francst01,8625094.25,francst01,6.0,42.9,34.1,79.7,576,18.3,2.020571755848921,1.0202127192070594,0.9701708643371763,46.3,1999,6.25,Shooting Guard and Point Guard,Right,195.0
488,488,frankja01,134619.6,frankja01,0.4,41.5,46.2,100.0,24,4.7,-1.1934394721991417,-1.0897595368758501,-0.7206845811208521,48.8,2013,6.416666666666667,Shooting Guard,Right,191.0
489,489,frankte01,285333.3333333333,frankte01,1.0,43.9,0.0,74.1,264,10.3,-0.2667000383447923,0.24044036369815808,-0.595667542639667,43.9,1987,6.833333333333333,Power Forward,Right,225.0
490,490,fredean01,86666.66666666667,fredean01,0.9,43.9,27.3,69.9,147,12.3,-0.5821858030611665,-0.67693887807702,-0.6988065993866448,44.3,1986,6.583333333333333,Small Forward,Right,205.0
491,491,fredeji01,1236408.142857143,fredeji01,1.4,40.9,37.2,87.9,241,12.5,-0.36528933981865924,-1.0897595368758501,-0.6519252099562003,48.4,2011,6.166666666666667,Shooting Guard and Point Guard,Right,195.0
492,492,freewo01,516666.6666666667,freewo01,3.7,45.6,33.7,75.3,886,18.8,2.4543646823339356,-0.3099871813669487,1.3952287951732056,46.3,1975,6.166666666666667,Point Guard and Shooting Guard,Right,185.0
493,493,freijma01,175513.33333333334,freijma01,0.6,29.3,22.4,71.4,42,4.6,-0.9173894280723142,-0.6310699159882611,-0.7394371368930299,34.0,2004,6.833333333333333,Power Forward,Right,240.0
494,494,fryech01,5119217.461538462,fryech01,1.0,44.0,38.8,82.2,890,13.3,0.16709288814022216,0.5156541362307115,0.49510611810867283,51.9,2005,7.0,Center and Power Forward,Right,255.0
495,495,fulleto02,995048.0,fulleto02,0.2,42.2,0.0,66.8,225,10.3,-0.8188001265984471,-0.17238029510067204,-0.6519252099562003,42.2,1996,6.916666666666667,Center,Left,255.0
496,496,fultzma01,7026240.0,fultzma01,3.4,41.4,26.7,53.4,33,11.2,-0.030085714807511574,0.011095553254363552,-0.705057451310704,42.1,2017,6.333333333333333,Shooting Guard,Right,200.0
497,497,fundela01,3005000.0,fundela01,0.6,50.6,11.8,67.5,318,16.4,-0.2864178986395656,0.10283347743188145,-0.3175046320190302,50.6,1994,6.75,Power Forward,Left,230.0
498,498,gadzuda01,4178795.3333333335,gadzuda01,0.4,50.0,0.0,49.8,527,14.4,-0.6216215236507133,0.4697851741419528,-0.226867279120171,50.0,2002,6.916666666666667,Center and Power Forward,Right,240.0
499,499,gaineco01,13000.0,gaineco01,3.1,42.4,22.9,73.6,80,10.8,-0.9371072883670875,-1.135628498964609,-0.6863048955385261,44.9,1988,6.25,Shooting Guard,Right,195.0
500,500,gainere01,1454640.0,gainere01,0.7,32.4,26.9,60.6,71,5.3,-1.213157332493915,-1.227366423142127,-0.7394371368930299,34.8,2003,6.5,Point Guard,Right,205.0
501,501,gamblke01,1072727.2727272727,gamblke01,2.0,50.2,36.0,81.0,649,14.2,0.3248357704984094,-0.5393319918107432,0.3200822642350137,52.4,1987,6.416666666666667,Small Forward,Right,210.0
502,502,garcifr01,3104404.0,garcifr01,1.4,42.7,35.7,79.9,549,12.3,0.009350005782035244,-0.35585614345570765,-0.15185705603145996,50.7,2005,6.583333333333333,Small Forward and Shooting Guard,Right,195.0
503,503,garlawi01,282551.4285714286,garlawi01,4.7,43.0,28.1,83.0,511,12.5,0.3051179102036361,-0.26411821927818996,-0.27687409451264505,43.8,1987,6.166666666666667,Point Guard,Right,170.0
504,504,garnebi02,281500.0,garnebi02,1.3,49.0,0.0,72.0,300,12.3,-0.4638786412925262,0.4239162120531937,-0.38313857722165234,49.0,1982,6.75,Center and Power Forward,Right,225.0
505,505,garrede01,1849642.857142857,garrede01,0.6,48.0,-,67.7,359,13.3,-0.6019036633559399,0.7449989466745062,-0.2799995204746747,48.0,1988,6.833333333333333,Center,Right,225.0
506,506,garripa01,2278802.1,garripa01,0.8,41.7,39.8,80.6,552,10.7,-0.1089571559866052,-0.35585614345570765,-0.13622992622131183,50.6,1998,6.75,Power Forward and Small Forward,Right,238.0
507,507,garrito01,213333.3333333333,garrito01,3.4,46.9,8.3,77.5,251,11.6,-0.4835965015872995,-0.6310699159882611,-0.5362844493611042,47.1,1988,6.166666666666667,Shooting Guard,Right,185.0
508,508,gatlich01,2681711.5454545454,gatlich01,0.7,51.3,24.9,66.0,700,17.6,0.4825786528565967,0.8826058329407828,0.28257715269065825,51.7,1991,6.833333333333333,Center and Power Forward,Left,220.0
509,509,gattike01,864875.0,gattike01,0.9,52.0,8.3,64.9,494,13.0,0.009350005782035244,0.6073920604082295,-0.19248759353784514,52.0,1986,6.666666666666667,Power Forward,Right,225.0
510,510,gayru01,10579914.083333334,gayru01,2.2,45.6,34.8,79.6,879,16.8,1.921982454375054,1.1578196054733365,0.9951742720334132,49.1,2006,6.666666666666667,Power Forward and Small Forward,Right,230.0
511,511,gbinimi01,575000.0,gbinimi01,0.2,10.0,0.0,100.0,9,-2.1,-1.4694895163259691,-1.4108422714971627,-0.7238100070828818,10.0,2016,6.583333333333333,Shooting Guard,Right,200.0
512,512,gearyre01,246125.0,gearyre01,1.1,34.4,32.8,49.3,101,7.3,-1.1342858913148213,-1.181497461053368,-0.7019320253486743,38.8,1996,6.166666666666667,Point Guard,Right,187.0
513,513,geigema01,4036727.272727273,geigema01,0.7,49.9,23.2,72.8,552,15.2,0.2656821896140891,1.0660816812958185,0.166936392095562,50.1,1992,7.0,Center,Right,243.0
514,514,georgde01,2605125.4545454546,georgde01,0.9,39.2,34.3,72.1,630,10.6,-0.44416078099775286,-0.12651133301191309,-0.15185705603145996,45.6,1999,6.666666666666667,Small Forward,Right,220.0
515,515,georgpa01,10171249.875,georgpa01,3.3,43.3,37.8,84.4,604,19.2,2.3557753808600688,1.387164415917131,1.3170931461224649,50.9,2010,6.75,Small Forward and Shooting Guard,Right,220.0
516,516,georgta01,414652.0,georgta01,1.8,41.4,7.1,82.0,177,10.7,-0.7202108251245802,-1.0897595368758501,-0.680054043614467,41.5,1990,6.416666666666667,Shooting Guard and Point Guard,Right,190.0
517,517,gervide01,155000.0,gervide01,0.5,43.5,22.6,76.4,77,16.3,0.18681074843499582,-0.49346302972198447,-0.6550506359182299,44.1,1985,6.666666666666667,Power Forward,Right,200.0
518,518,gervige01,818500.0,gervige01,2.6,50.4,27.1,84.1,1060,21.4,3.4008219764830585,0.8826058329407828,2.9141858127196043,50.7,1974,6.583333333333333,Shooting Guard and Small Forward,Right,180.0
519,519,gibsoda01,3157167.714285714,gibsoda01,2.0,40.2,40.7,78.0,397,10.8,-0.010367854512738252,-0.6310699159882611,-0.22061642719611174,51.2,2006,6.166666666666667,Shooting Guard and Point Guard,Right,190.0
520,520,gibsomi01,80000.0,gibsomi01,0.2,38.7,-,67.9,64,8.6,-1.2328751927886883,-0.7686768022545378,-0.7113083032347632,38.7,1982,6.833333333333333,Power Forward,Right,205.0
521,521,gibsota01,5834330.111111111,gibsota01,1.0,51.2,21.2,70.9,737,15.5,0.3839893513827297,1.387164415917131,0.8357775479699021,51.4,2009,6.75,Power Forward,Right,232.0
522,522,giddejr01,993000.0,giddejr01,0.3,47.6,0.0,56.5,38,9.7,-1.1737216119043683,-0.9062836885208146,-0.7175591551588224,47.6,2008,6.416666666666667,Small Forward,Right,215.0
523,523,gilesha01,1859400.0,gilesha01,1.5,50.3,0.0,63.7,58,14.4,-0.16811073687092534,0.19457140160939915,-0.6894303215005558,50.3,2017,6.833333333333333,Power Forward,Right,240.0
524,524,gilliar01,1756471.4285714286,gilliar01,1.2,48.9,0.0,77.6,929,16.4,1.1529859028788916,1.6165092263609255,1.0951879028183613,48.9,1987,6.75,Power Forward and Small Forward,Right,230.0
525,525,gillke01,2897746.333333333,gillke01,3.0,43.4,30.0,75.4,966,14.7,1.0938323219945718,0.33217828787567577,0.7732690287293096,44.8,1990,6.416666666666667,Shooting Guard and Small Forward,Right,195.0
526,526,gilmoar01,710666.6666666666,gilmoar01,2.3,58.2,15.0,69.8,1329,21.4,2.1585967779123347,4.093433179153907,5.20824846884935,58.2,1971,7.166666666666667,Center,Left,240.0
527,527,glassge01,664500.0,glassge01,1.5,43.3,23.6,64.3,201,13.3,-0.030085714807511574,-0.40172510554446655,-0.6644269138043188,44.2,1990,6.416666666666667,Small Forward,Right,221.0
528,528,glovedi01,938119.5,glovedi01,1.5,41.1,31.7,75.6,294,12.8,0.0685035866663552,-0.12651133301191309,-0.5394098753231337,44.5,1999,6.416666666666667,Shooting Guard,Right,228.0
529,529,gminsmi01,1186500.0,gminsmi01,1.3,46.5,12.2,84.3,938,16.3,0.7586286969834238,1.6165092263609255,1.0264285316537094,46.5,1980,6.916666666666667,Center,Right,250.0
530,530,goldwan01,182258.0,goldwan01,2.8,40.7,38.6,79.2,266,12.7,-0.3061357589343391,-0.9521526506095733,-0.5206573195509561,47.9,1994,6.083333333333333,Point Guard,Right,182.0
531,531,gomesry01,2507504.4444444445,gomesry01,1.5,44.5,34.9,79.9,487,12.5,0.4431429322670497,0.5615230983194703,-0.11435194448710448,48.4,2005,6.583333333333333,Power Forward and Small Forward,Right,250.0
532,532,gondrgr01,125000.0,gondrgr01,1.3,43.8,25.0,68.7,91,11.1,-0.5624679427663931,-0.8145457643432967,-0.6956811734246151,44.7,1986,6.416666666666667,Shooting Guard,Right,205.0
533,533,goodedr01,4852212.285714285,goodedr01,1.1,46.2,25.7,76.0,790,16.3,0.6206036749200102,1.7082471505384431,0.6513774162101542,46.8,2002,6.833333333333333,Small Forward and Center and Power Forward,Right,250.0
534,534,goodwar01,953503.8333333334,goodwar01,1.2,42.9,23.6,70.0,165,11.6,-0.3061357589343391,-0.6310699159882611,-0.6863048955385261,45.5,2013,6.416666666666667,Point Guard and Shooting Guard,Right,200.0
535,535,gordoaa01,4504865.0,gordoaa01,2.2,45.0,32.1,70.7,341,15.3,0.9163715793416112,1.295426491739613,-0.1581079079555192,50.2,2014,6.75,Power Forward and Small Forward,Right,220.0
536,536,gordobe01,7692456.272727272,gordobe01,2.5,43.2,40.1,85.7,744,14.9,1.3896002264161726,-0.40172510554446655,0.3200822642350137,49.7,2004,6.25,Shooting Guard,Right,200.0
537,537,gordoer01,9598489.1,gordoer01,2.9,42.8,37.4,81.4,629,14.5,1.7445217117220932,-0.40172510554446655,0.3294585421211027,51.5,2008,6.333333333333333,Shooting Guard and Point Guard,Right,215.0
538,538,gordola01,200000.0,gordola01,1.5,39.1,27.1,76.7,201,9.4,-0.44416078099775286,-0.9521526506095733,-0.805071082095652,40.0,1984,6.25,Shooting Guard,Right,185.0
539,539,goudean01,337102.0,goudean01,0.5,39.3,34.5,87.5,49,8.6,-0.759646545714127,-1.227366423142127,-0.7206845811208521,46.7,2011,6.25,Point Guard and Shooting Guard,Right,200.0
540,540,grahagr01,1120000.0,grahagr01,1.0,40.7,29.0,77.5,207,10.6,-0.6610572442402601,-1.0438905747870912,-0.680054043614467,43.7,1993,6.333333333333333,Shooting Guard,Right,174.0
541,541,grahajo01,1467364.1666666667,grahajo01,0.5,48.3,30.0,81.5,377,11.0,-0.3850072001134326,-0.26411821927818996,-0.4769013560825412,49.8,2005,6.583333333333333,Small Forward,Right,225.0
542,542,grandji01,115000.0,grandji01,0.3,51.7,52.9,47.6,26,16.5,-0.956825148661861,-0.67693887807702,-0.7081828772727337,59.5,1984,7.0,Power Forward,Right,235.0
543,543,grandro01,152450.0,grandro01,0.6,40.4,16.7,71.3,105,9.8,-1.0751323104305015,-0.8145457643432967,-0.6831794695764966,41.3,1987,6.5,Power Forward,Right,215.0
544,544,grangda01,6439162.727272728,grangda01,1.9,43.4,38.0,84.8,586,16.9,1.7642395720168669,0.6991299845857474,0.7951470104635171,50.0,2005,6.75,Small Forward,Right,222.0
545,545,grantbr01,7322803.466666667,grantbr01,1.2,49.0,21.4,74.6,756,14.9,0.5220143734461433,1.8458540368047198,0.9826725681852947,49.1,1994,6.75,Small Forward and Power Forward and Center,Right,254.0
546,546,grantga01,783151.4615384615,grantga01,5.5,45.0,27.8,77.6,552,13.4,0.009350005782035244,-0.49346302972198447,-0.34563346567729686,46.2,1988,6.25,Point Guard,Right,185.0
547,547,grantgr01,240000.0,grantgr01,2.7,38.3,28.1,71.0,274,9.9,-0.9962608692514078,-1.135628498964609,-0.670677765728378,40.8,1989,5.583333333333333,Point Guard,Right,140.0
548,548,grantha01,2084352.2727272727,grantha01,1.6,46.9,26.7,70.9,783,12.7,0.40370721167750306,0.4697851741419528,0.41697046905793217,47.3,1988,6.666666666666667,Small Forward and Power Forward,Right,195.0
549,549,grantho01,4247325.8125,grantho01,2.2,50.9,6.3,69.2,1165,16.0,0.6600393955095569,2.1669367714260317,2.973568905998168,50.9,1987,6.833333333333333,Center and Power Forward,Right,215.0
550,550,grantje01,1058668.5,grantje01,1.0,46.1,33.4,65.4,383,12.6,0.18681074843499582,0.24044036369815808,-0.15185705603145996,51.5,2014,6.75,Small Forward and Power Forward,Right,220.0
551,551,grantje02,1643080.0,grantje02,2.9,41.2,32.4,77.1,273,12.6,-0.34557147952388595,-0.67693887807702,-0.461274226272393,47.3,2015,6.333333333333333,Point Guard,Right,205.0
552,552,grantjo01,150000.0,grantjo01,0.5,40.4,27.9,75.9,53,11.7,-0.956825148661861,-0.7686768022545378,-0.705057451310704,46.2,1993,6.75,Power Forward,Right,223.0
553,553,grantpa01,765075.25,grantpa01,0.2,44.8,-,37.5,16,4.0,-1.1934394721991417,-1.0438905747870912,-0.7238100070828818,44.8,1997,7.0,Center,Right,245.0
554,554,grayaa01,1306599.5,grayaa01,0.7,50.9,0.0,56.2,318,11.5,-0.8779537074827675,0.14870243952064038,-0.5269081714750152,50.9,2007,7.0,Center,Right,270.0
555,555,grayed01,832440.0,grayed01,0.8,33.9,34.1,81.4,60,9.6,-0.32585361922911243,-0.9980216126983324,-0.7175591551588224,37.8,1997,6.25,Shooting Guard,Right,210.0
556,556,grayeje01,644000.0,grayeje01,1.4,45.7,25.5,66.3,438,12.0,-0.08923929569183171,-0.17238029510067204,-0.43939624453818565,46.3,1988,6.416666666666667,Shooting Guard and Small Forward,Right,200.0
557,557,grayst01,278300.0,grayst01,0.4,44.6,0.0,66.3,386,8.6,-1.0948501707252747,-0.35585614345570765,-0.6175455243738744,44.6,1984,7.0,Center,Right,235.0
558,558,graysy01,160000.0,graysy01,2.1,42.0,25.0,67.3,55,11.2,0.029067866076808564,0.836736870852024,-0.6988065993866448,42.1,1988,6.5,Small Forward,Right,230.0
559,559,greenac01,2747885.066666667,greenac01,1.1,49.4,25.4,73.4,1278,14.4,0.34455363079318274,1.8458540368047198,2.389114251098627,50.1,1985,6.75,Power Forward and Small Forward,Right,220.0
560,560,greenda01,550000.0,greenda01,2.0,47.7,13.8,76.5,823,13.6,0.462860792561823,2.0751988472485143,0.7295130652608949,47.8,1979,6.75,Power Forward,Right,222.0
561,561,greenda02,4743736.777777778,greenda02,1.6,42.4,40.4,81.7,620,13.2,0.22624646902454246,0.0569645153431225,0.5044823959947619,54.9,2009,6.5,Shooting Guard,Right,215.0
562,562,greendo01,1286974.0,greendo01,0.7,40.6,30.4,70.1,253,10.0,-0.34557147952388595,-0.4475940676332255,-0.6738031916904077,46.3,2008,6.916666666666667,Small Forward and Power Forward,Right,226.0
563,563,greendr01,8111863.0,greendr01,4.9,43.9,32.3,70.6,533,15.3,0.24596432931931578,1.6165092263609255,0.6326248604379764,50.0,2012,6.583333333333333,Small Forward and Power Forward,Right,230.0
564,564,greener01,235584.66666666663,greener01,0.8,37.7,28.8,85.7,52,9.3,-0.9371072883670875,-1.227366423142127,-0.7175591551588224,42.0,2013,6.333333333333333,Point Guard,Right,185.0
565,565,greenje02,6743074.3,greenje02,1.6,44.1,33.3,80.5,860,13.3,1.0543966014050248,0.5156541362307115,0.5357366556150581,48.8,2007,6.75,Small Forward and Power Forward,Right,235.0
566,566,greenke02,245633.0,greenke02,0.3,41.2,0.0,72.1,60,8.1,-0.6807751045350334,-0.7686768022545378,-0.7300608590069411,41.2,1985,6.5,Small Forward,Right,210.0
567,567,greenli01,212500.0,greenli01,1.2,42.0,7.7,66.5,148,11.6,-0.9765430089566345,-1.3191043473196447,-0.670677765728378,42.3,1992,6.083333333333333,Point Guard,Right,185.0
568,568,greenor01,371679.0,greenor01,1.2,38.7,21.2,64.2,131,6.1,-1.0554144501357279,-0.8604147264320556,-0.7425625628550595,40.4,2005,6.333333333333333,Point Guard and Shooting Guard,Right,208.0
569,569,greenri01,240285.7142857143,greenri01,5.5,46.9,20.7,80.7,946,15.3,0.3051179102036361,-0.67693887807702,0.7545164729571321,47.1,1977,6.0,Point Guard,Right,170.0
570,570,greense01,295000.0,greense01,0.5,38.6,24.6,62.0,84,9.7,-0.7202108251245802,-1.0897595368758501,-0.7613151186272373,40.5,1991,6.416666666666667,Shooting Guard,Right,210.0
571,571,greensi02,800000.0,greensi02,0.9,45.4,3.7,73.8,679,12.1,-0.06952143539705839,1.2495575296508539,-0.176860463727697,45.5,1983,6.75,Center and Power Forward,Right,220.0
572,572,greenta01,427163.0,greenta01,0.6,28.0,18.2,91.7,17,7.0,-1.2328751927886883,-1.2732353852308858,-0.7238100070828818,32.0,2007,6.0,Shooting Guard and Point Guard,Right,177.0
573,573,greenwi01,2133931.4545454546,greenwi01,1.4,42.5,34.6,76.5,731,11.0,0.08822144696112888,-0.7228078401657789,-0.3175046320190302,47.1,2003,6.333333333333333,Shooting Guard,Right,200.0
574,574,gregocl01,75000.0,gregocl01,0.6,45.6,0.0,33.3,25,12.9,-0.4835965015872995,0.24044036369815808,-0.7206845811208521,45.6,1981,6.666666666666667,Power Forward,Right,205.0
575,575,greveke01,383000.0,greveke01,1.9,43.7,33.4,81.7,672,12.9,0.6206036749200102,-0.4475940676332255,0.10755329881699911,44.8,1975,6.416666666666667,Shooting Guard and Small Forward,Left,210.0
576,576,griffbl01,14021256.333333334,griffbl01,4.5,50.2,34.2,69.2,604,22.2,2.7698504470503096,2.5797574302248623,1.6327611682874572,52.1,2009,6.833333333333333,Power Forward,Right,250.0
577,577,griffda01,686600.0,griffda01,2.1,46.3,33.2,70.7,765,14.6,1.6459324102482262,-0.0347734088343954,-0.03309086947433412,48.7,1980,6.333333333333333,Shooting Guard,Right,190.0
578,578,griffed01,2182972.285714286,griffed01,0.8,37.7,31.5,67.1,303,14.3,-0.12867501628137853,1.1119506433845774,-0.3800131512596227,43.0,2001,6.833333333333333,Power Forward and Center,Right,220.0
579,579,griffta01,457588.0,griffta01,0.1,40.0,0.0,50.0,8,5.2,-1.2920287736730087,-1.4108422714971627,-0.7206845811208521,40.0,2009,6.583333333333333,Small Forward,Right,238.0
580,580,grunfer01,262500.0,grunfer01,2.0,47.7,33.7,77.0,693,12.7,-0.08923929569183171,-0.35585614345570765,0.0606719093865547,48.1,1977,6.5,Shooting Guard and Small Forward,Right,210.0
581,581,gudmupe01,225000.0,gudmupe01,1.0,49.4,50.0,75.4,150,10.6,-0.6413393839454867,0.19457140160939915,-0.6550506359182299,49.5,1981,7.166666666666667,Center,Right,260.0
582,582,guglito01,6199579.615384615,guglito01,2.8,45.1,28.4,75.7,763,15.9,1.0149608808154782,1.799985074715961,0.5357366556150581,46.3,1992,6.833333333333333,Small Forward and Power Forward,Right,240.0
583,583,guytoaj01,267189.0,guytoaj01,1.8,37.7,37.8,82.2,80,10.9,-0.4638786412925262,-1.0897595368758501,-0.7113083032347632,46.0,2000,6.083333333333333,Point Guard,Right,180.0
584,584,haffnsc01,75000.0,haffnsc01,1.8,40.3,13.0,66.7,50,8.4,-0.7004929648298069,-1.0438905747870912,-0.7238100070828818,41.0,1989,6.25,Point Guard,Right,180.0
585,585,hairsma01,543755.5,hairsma01,0.5,51.2,16.7,51.4,62,11.7,-1.0751323104305015,-0.9980216126983324,-0.6956811734246151,52.0,2008,6.5,Shooting Guard,Right,220.0
586,586,hairspj02,787564.6666666666,hairspj02,0.5,34.3,29.5,81.0,111,7.6,-0.36528933981865924,-0.4475940676332255,-0.6925557474625855,43.1,2014,6.5,Small Forward and Shooting Guard,Right,230.0
587,587,haislma01,1157711.4,haislma01,0.2,43.7,35.0,65.9,89,10.8,-0.8582358471879941,-0.8604147264320556,-0.705057451310704,44.9,2002,6.833333333333333,Power Forward and Small Forward,Right,230.0
588,588,haleyja01,305250.0,haleyja01,0.2,42.5,0.0,65.5,341,9.7,-0.8582358471879941,-0.3099871813669487,-0.630047228221993,42.5,1987,6.833333333333333,Power Forward and Center,Right,240.0
589,589,hamerst01,220000.0,hamerst01,0.2,52.6,0.0,55.2,35,8.9,-1.114568031020048,-0.7686768022545378,-0.7144337291967929,52.6,1996,7.0,Center,Right,245.0
590,590,hamiljo02,733403.8,hamiljo02,0.8,40.8,35.7,67.0,151,13.4,-0.3850072001134326,-0.26411821927818996,-0.6269218022599633,48.9,2011,6.583333333333333,Small Forward,Right,220.0
591,591,hamilju01,1605494.0,hamilju01,0.8,46.4,30.9,79.8,113,13.9,-0.34557147952388595,0.10283347743188145,-0.6050438205257559,52.3,2012,7.0,Center,Right,260.0
592,592,hamilri01,6441139.764705882,hamilri01,3.4,44.9,34.6,85.2,921,16.5,1.8233931529011873,-0.12651133301191309,1.2420829230337538,46.9,1999,6.5,Small Forward and Shooting Guard,Right,185.0
593,593,hammige01,250000.0,hammige01,0.3,40.0,-,66.7,8,14.0,-1.1934394721991417,-1.135628498964609,-0.7175591551588224,40.0,1993,7.0,Center,Right,262.0
594,594,hammoaj01,981305.5,hammoaj01,0.2,40.5,50.0,45.0,22,8.4,-1.114568031020048,-0.8145457643432967,-0.7206845811208521,46.4,2016,7.0,Center,Right,260.0
595,595,hammoto01,1065000.0,hammoto01,0.6,48.0,0.0,69.1,687,11.0,-0.503314361882073,-0.0347734088343954,-0.2612469647024969,48.0,1989,6.75,Power Forward,Right,215.0
596,596,hancoda01,207500.0,hancoda01,0.7,53.0,33.3,57.9,133,10.5,-0.8582358471879941,-0.9521526506095733,-0.6863048955385261,53.2,1994,6.583333333333333,Small Forward,Right,205.0
597,597,hansbty01,2392296.8571428573,hansbty01,0.4,43.9,13.6,73.8,428,14.8,-0.22726431775524547,0.37804724996443495,-0.08934853679086743,44.0,2009,6.75,Power Forward,Right,250.0
598,598,hansebo01,367142.8571428572,hansebo01,1.6,46.8,32.3,66.2,575,10.0,-0.18782859716569866,-0.5393319918107432,-0.2393689829682895,49.1,1983,6.5,Shooting Guard,Right,190.0
599,599,hansetr01,366931.0,hansetr01,0.5,35.4,30.0,81.5,41,7.2,-0.956825148661861,-0.7686768022545378,-0.7144337291967929,38.8,2003,6.5,Small Forward,Right,205.0
600,600,hanzlbi01,395266.4,hanzlbi01,2.8,43.4,21.3,78.1,748,11.2,-0.12867501628137853,-0.26411821927818996,0.051295631500465795,43.9,1980,6.583333333333333,Small Forward and Power Forward,Right,185.0
601,601,haranlu01,763396.0,haranlu01,0.5,37.6,24.1,73.7,70,10.2,-0.8385179868932205,-0.26411821927818996,-0.6925557474625855,41.5,2010,6.666666666666667,Power Forward,Right,246.0
602,602,hardaan01,8604938.714285715,hardaan01,5.0,45.8,31.6,77.4,704,17.4,1.4487538073004926,0.5156541362307115,1.2139540893754872,48.6,1993,6.583333333333333,Small Forward and Point Guard and Shooting Guard,Right,195.0
603,603,hardati01,3589337.6923076925,hardati01,8.2,43.1,35.5,78.2,867,18.6,1.941700314669827,-0.0347734088343954,1.935927486604331,49.0,1989,6.0,Point Guard,Right,175.0
604,604,hardati02,4506705.0,hardati02,1.8,41.8,34.3,81.6,403,13.5,1.0346787411102514,-0.35585614345570765,-0.24874526085437842,50.2,2013,6.5,Shooting Guard,Right,205.0
605,605,hardeja01,13089987.555555556,hardeja01,6.2,44.3,36.5,85.7,765,24.4,3.2430790941248713,0.836736870852024,3.0892096665932636,52.5,2009,6.416666666666667,Shooting Guard and Point Guard,Left,220.0
606,606,harklma01,4579230.833333333,harklma01,0.9,47.6,32.3,61.4,475,12.5,-0.1089571559866052,0.14870243952064038,-0.1206027964111637,52.5,2012,6.75,Small Forward,Right,220.0
607,607,harpede01,1340692.857142857,harpede01,5.5,46.3,35.4,74.5,1199,16.0,1.0741144616997984,-0.4475940676332255,1.9921851539208641,50.3,1983,6.333333333333333,Shooting Guard and Point Guard,Right,185.0
608,608,harpeju01,348222.25,harpeju01,0.2,34.0,27.6,33.3,22,3.6,-1.154003751609595,-1.181497461053368,-0.7300608590069411,41.5,2011,6.833333333333333,Power Forward,Right,225.0
609,609,harpero01,2599692.3076923075,harpero01,3.9,44.6,28.9,72.0,1009,15.6,1.1727037631736654,0.4239162120531937,1.3358457018946426,46.8,1986,6.5,Shooting Guard and Point Guard,Right,185.0
